"m49_code","country","region","cpc_code","commodity","year","loss_percentage","loss_percentage_original","loss_quantity","activity","food_supply_stage","treatment","cause_of_loss","sample_size","method_data_collection","reference","url","notes"
"404","Kenya",,"22290","Dairy products n.e.c.",2012,6,"6",,,"Farm",,"Mainly spoilage of evening milk",,"Expert Opinion","Hezekiah G. Muriuki & Joyce M. Kiio-Mutua","http://www.fao.org/fileadmin/user_upload/save-food/PDF/Kenya_Food_Loss_Studies.pdf",
"484","Mexico",,"02211","Raw milk of cattle",2013,37.14,"37.14","1604496",,"Whole supply chain",,,,"Case Study","Cruzada Nacional Contra el Hambre - Grupo Tecnico de las Perdidas y Mermas de Alimentos: Estudio de Linea Base de 2013",,
"484","Mexico",,"0231","Hen eggs in shell, fresh",2013,37.66,"37.66","539462",,"Whole supply chain",,,,"Case Study","Cruzada Nacional Contra el Hambre - Grupo Tecnico de las Perdidas y Mermas de Alimentos: Estudio de Linea Base de 2013",,
"484","Mexico",,"21111.01","Meat of cattle with the bone, fresh or chilled",2013,34.87,"34.87","403256",,"Whole supply chain",,,,"Case Study","Cruzada Nacional Contra el Hambre - Grupo Tecnico de las Perdidas y Mermas de Alimentos: Estudio de Linea Base de 2013",,
"484","Mexico",,"21113.01","Meat of pig with the bone, fresh or chilled",2013,40.91,"40.91","353475",,"Whole supply chain",,,,"Case Study","Cruzada Nacional Contra el Hambre - Grupo Tecnico de las Perdidas y Mermas de Alimentos: Estudio de Linea Base de 2013",,
"53","Australia and New Zealand",,"02920","Snails, fresh, chilled, frozen, dried, salted or in brine, except sea snails",2014,50,"50%",,,"Whole supply chain",,"","","Literature Review","lenca (2014), retail food waste management",,"Sourced from Gunders, (2012) Reference has been generated automatically"
"578","Norway",,"22290","Dairy products n.e.c.",2012,1.6,"1.6",,,,,,,"No Data Collection Specified","Hanssen and Moller 2013",,
"710","South Africa",,"02211","Raw milk of cattle",2012,8,"8",,,"Whole supply chain",,,,"No Data Collection Specified","A. Nahman, W. de Lange / Waste Management 33 (2013) 2493–2500",,
"710","South Africa",,"21111.01","Meat of cattle with the bone, fresh or chilled",2012,7,"7",,,"Whole supply chain",,,,"No Data Collection Specified","A. Nahman, W. de Lange / Waste Management 33 (2013) 2493–2500",,
"752","Sweden",,"02211","Raw milk of cattle",2013,0.32,"0.32%",,"Harvesting","Harvest",,"Residues of antibiotics in milk","17","Literature Review","Bergman 2012 in Franke et al., 2013",,"Expanded from loss factor 21117 based on the period_years."
"752","Sweden",,"0231","Hen eggs in shell, fresh",2013,3.6,"3.6%",,"Harvesting","Harvest",,"quality deviations","45","Survey","Hollstedt, 2011",,"Expanded from loss factor 21119 based on the period_years."
"752","Sweden",,"02211","Raw milk of cattle",2012,0.32,"0.32%",,"Harvesting","Harvest",,"Residues of antibiotics in milk","17","Literature Review","Bergman 2012 in Franke et al., 2013",,"Expanded from loss factor 21117 based on the period_years."
"752","Sweden",,"0231","Hen eggs in shell, fresh",2012,3.6,"3.6%",,"Harvesting","Harvest",,"quality deviations","45","Survey","Hollstedt, 2011",,"Expanded from loss factor 21119 based on the period_years."
"752","Sweden",,"22251.01","Cheese from whole cow milk",2011,0.5,"0.5",,,,,,,"No Data Collection Specified","Eriksson 2012",,
"752","Sweden",,"22290","Dairy products n.e.c.",2011,0.3,"0.3",,,,,,,"No Data Collection Specified","Eriksson 2012",,
"752","Sweden",,"02211","Raw milk of cattle",2011,0.32,"0.32%",,"Harvesting","Harvest",,"Residues of antibiotics in milk","17","Literature Review","Bergman 2012 in Franke et al., 2013",,"Expanded from loss factor 21117 based on the period_years."
"752","Sweden",,"0231","Hen eggs in shell, fresh",2011,3.6,"3.6%",,"Harvesting","Harvest",,"quality deviations","45","Survey","Hollstedt, 2011",,"Expanded from loss factor 21119 based on the period_years."
"792","Turkey",,"21121","Meat of chickens, fresh or chilled",2014,0.4,"0.4",,,"Transport",,"Mortality",,"No Data Collection Specified","(Aral et al, 2014)","http://www.mod.gov.tr/Lists/RecentPublications/Attachments/120/Reducing%20Postharvest%20Losses%20in%20the%20OIC%20Member%20Countries.pdf",
"792","Turkey",,"21121","Meat of chickens, fresh or chilled",2014,5.9,"5.9",,,"Transport",,"live weight loss",,"No Data Collection Specified","(Aral et al, 2014)","http://www.mod.gov.tr/Lists/RecentPublications/Attachments/120/Reducing%20Postharvest%20Losses%20in%20the%20OIC%20Member%20Countries.pdf",
"792","Turkey",,"21111.01","Meat of cattle with the bone, fresh or chilled",2014,0.2,"0.2%",,"Handling, Storage","Storage",,,,"Literature Review","Xue Li et al, 2017",,
"792","Turkey",,"21111.01","Meat of cattle with the bone, fresh or chilled",2014,0.5,"0.5%",,"Distribution","Wholesale",,,,"Literature Review","Xue Li et al, 2017",,
"792","Turkey",,"21111.01","Meat of cattle with the bone, fresh or chilled",2014,5,"5%",,"Manufacturing","Processing",,,,"Literature Review","Xue Li et al, 2017",,
"804","Ukraine",,"02211","Raw milk of cattle",2014,9,"3 - 15%",,"Manufacturing","Processing",,,,"Literature Review","Xue Li et al, 2017",,
"804","Ukraine",,"02211","Raw milk of cattle",2014,9.5,"8 - 11%",,"Distribution","Wholesale",,,,"Literature Review","Xue Li et al, 2017",,
"804","Ukraine",,"22290","Dairy products n.e.c.",2013,7.4,"7.4%",,,"Wholesale",,"","","Modelled Estimates","Tanic, Stjepan (REUT) (2019), prepared by daniel themen",," Reference has been generated automatically"
"804","Ukraine",,"22290","Dairy products n.e.c.",2013,7.6,"7.6%",,,"Households",,"","","Modelled Estimates","Tanic, Stjepan (REUT) (2019), prepared by daniel themen",," Reference has been generated automatically"
"804","Ukraine",,"22290","Dairy products n.e.c.",2013,16.7,"16.7%",,,"Farm",,"","","Modelled Estimates","Tanic, Stjepan (REUT) (2019), prepared by daniel themen",," Reference has been generated automatically"
"804","Ukraine",,"22290","Dairy products n.e.c.",2013,6,"6.0%",,,"Processing",,"","","Modelled Estimates","Tanic, Stjepan (REUT) (2019), prepared by daniel themen",," Reference has been generated automatically"
"826","United Kingdom of Great Britain and Northern Ireland",,"22290","Dairy products n.e.c.",2014,1,"1%",,"Retailing","Retail",,"","","Literature Review","(2017), nrdc: wasted - how america is losing up to 40 percent of its food from farm to fork to landfill (pdf)",," Reference has been generated automatically"
"826","United Kingdom of Great Britain and Northern Ireland",,"21115","Meat of sheep, fresh or chilled",2014,3.7,"3.7%",,"Retailing","Retail",,"","","Survey","Carlos Mena,Leon A. Terry,Adrian Williams,Lisa Ellram (2014), Causes of waste across multi-tier supply networks: Cases in the UK food sector",," Reference has been generated automatically"
"826","United Kingdom of Great Britain and Northern Ireland",,"21115","Meat of sheep, fresh or chilled",2014,22.6,"22.6%",,"Harvesting","Harvest",,"","","Survey","Carlos Mena,Leon A. Terry,Adrian Williams,Lisa Ellram (2014), Causes of waste across multi-tier supply networks: Cases in the UK food sector",," Reference has been generated automatically"
"840","United States of America",,"0231","Hen eggs in shell, fresh",2019,1.5,"1.5",,,"Whole supply chain",,,,"National Accounts",,"https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/",
"840","United States of America",,"0231","Hen eggs in shell, fresh",2018,1.5,"1.5",,,"Whole supply chain",,,,"National Accounts",,"https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/",
"840","United States of America",,"0231","Hen eggs in shell, fresh",2017,1.5,"1.5",,,"Whole supply chain",,,,"National Accounts",,"https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/",
"840","United States of America",,"0231","Hen eggs in shell, fresh",2016,1.5,"1.5",,,"Whole supply chain",,,,"National Accounts",,"https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/",
"840","United States of America",,"0231","Hen eggs in shell, fresh",2015,1.5,"1.5",,,"Whole supply chain",,,,"National Accounts",,"https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/",
"840","United States of America",,"0231","Hen eggs in shell, fresh",2014,1.5,"1.5",,,"Whole supply chain",,,,"National Accounts",,"https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/",
"840","United States of America",,"02920","Snails, fresh, chilled, frozen, dried, salted or in brine, except sea snails",2014,50,"50%",,,"Whole supply chain",,"","","Literature Review","lenca (2014), retail food waste management",,"Sourced from Gunders, (2012) Reference has been generated automatically"
"840","United States of America",,"0231","Hen eggs in shell, fresh",2014,7,"7%",,,"Whole supply chain",,"","","Literature Review","(2017), nrdc: wasted - how america is losing up to 40 percent of its food from farm to fork to landfill (pdf)",," Reference has been generated automatically"
"840","United States of America",,"21115","Meat of sheep, fresh or chilled",2014,13,"13%",,"Processing","Processing",,"","","Literature Review","(2017), nrdc: wasted - how america is losing up to 40 percent of its food from farm to fork to landfill (pdf)",," Reference has been generated automatically"
"840","United States of America",,"21181","Pig meat, cuts, salted, dried or smoked (bacon and ham)",2014,10,"10%",,"Processing","Processing",,"","","Literature Review","(2017), nrdc: wasted - how america is losing up to 40 percent of its food from farm to fork to landfill (pdf)",," Reference has been generated automatically"
"840","United States of America",,"22290","Dairy products n.e.c.",2014,2,"1-3%",,"Farm","Farm",,"","","Literature Review","(2017), nrdc: wasted - how america is losing up to 40 percent of its food from farm to fork to landfill (pdf)",," Reference has been generated automatically"
"840","United States of America",,"22290","Dairy products n.e.c.",2014,11,"11%",,,"Whole supply chain",,"","","Literature Review","(2017), nrdc: wasted - how america is losing up to 40 percent of its food from farm to fork to landfill (pdf)",," Reference has been generated automatically"
"840","United States of America",,"22290","Dairy products n.e.c.",2014,1,"1%",,"Processing","Processing",,"","","Literature Review","(2017), nrdc: wasted - how america is losing up to 40 percent of its food from farm to fork to landfill (pdf)",," Reference has been generated automatically"
"840","United States of America",,"0231","Hen eggs in shell, fresh",2013,1.5,"1.5",,,"Whole supply chain",,,,"National Accounts",,"https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/",
"840","United States of America",,"0231","Hen eggs in shell, fresh",2012,1.5,"1.5",,,"Whole supply chain",,,,"National Accounts",,"https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/",
"840","United States of America",,"22290","Dairy products n.e.c.",2012,9,"9",,,"Retail",,,,,"Buzby and Hyman 2012","http://ucce.ucdavis.edu/files/datastore/234-2425.pdf",
"840","United States of America",,"22290","Dairy products n.e.c.",2012,11,"11",,,"Retail",,,,"No Data Collection Specified","Buzby and Hyman 2012","http://ucce.ucdavis.edu/files/datastore/234-2425.pdf",
"840","United States of America",,"0231","Hen eggs in shell, fresh",2011,1.5,"1.5",,,"Whole supply chain",,,,"National Accounts",,"https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/",
"840","United States of America",,"0231","Hen eggs in shell, fresh",2010,1.5,"1.5",,,"Whole supply chain",,,,"National Accounts",,"https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/",
"840","United States of America",,"0231","Hen eggs in shell, fresh",2009,1.5,"1.5",,,"Whole supply chain",,,,"National Accounts",,"https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/",
"840","United States of America",,"0231","Hen eggs in shell, fresh",2008,1.5,"1.5",,,"Whole supply chain",,,,"National Accounts",,"https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/",
"840","United States of America",,"02211","Raw milk of cattle",2008,12,"12%",,"Retailing","Retail",,,,"Modelled Estimates","J.C. Buzby, J. Hyman / Food Policy 37 (2012) 561–570",,
"840","United States of America",,"02211","Raw milk of cattle",2008,18,"18%",,"Consumption","Households",,,,"Modelled Estimates","J.C. Buzby, J. Hyman / Food Policy 37 (2012) 561–570",,
"840","United States of America",,"0231","Hen eggs in shell, fresh",2008,9,"9%",,"Retailing","Retail",,,,"Modelled Estimates","J.C. Buzby, J. Hyman / Food Policy 37 (2012) 561–570",,
"840","United States of America",,"0231","Hen eggs in shell, fresh",2008,14,"14%",,"Consumption","Households",,,,"Modelled Estimates","J.C. Buzby, J. Hyman / Food Policy 37 (2012) 561–570",,
"840","United States of America",,"21111.01","Meat of cattle with the bone, fresh or chilled",2008,34,"34%",,"Consumption","Households",,,,"Modelled Estimates","J.C. Buzby, J. Hyman / Food Policy 37 (2012) 561–570",,
"840","United States of America",,"22290","Dairy products n.e.c.",2008,9,"9%",,"Retailing","Retail",,"","","Modelled Estimates","J.C. Buzby, J. Hyman / Food Policy 37 (2012) 561–570",,""
"840","United States of America",,"22290","Dairy products n.e.c.",2008,15,"15%",,"Consumption","Households",,"","","Modelled Estimates","J.C. Buzby, J. Hyman / Food Policy 37 (2012) 561–570",,""
"840","United States of America",,"22290","Dairy products n.e.c.",2008,11,"11%",,"Retailing","Retail",,"","","Modelled Estimates","(2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",," Reference has been generated automatically"
"840","United States of America",,"22290","Dairy products n.e.c.",2008,17,"17%",,"Consumption","Households",,"","","Modelled Estimates","(2011), the value of retail- and consumer-level fruit and vegetable losses in the united states",," Reference has been generated automatically"
"840","United States of America",,"0231","Hen eggs in shell, fresh",2007,1.5,"1.5",,,"Whole supply chain",,,,"National Accounts",,"https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/",
"840","United States of America",,"0231","Hen eggs in shell, fresh",2006,1.5,"1.5",,,"Whole supply chain",,,,"National Accounts",,"https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/",
"840","United States of America",,"21121","Meat of chickens, fresh or chilled",2006,4.5,"4.5%",,"Retailing","Retail",,,,"Literature Review","Xue Li et al, 2017",,"Expanded from loss factor 21156 based on the period_years."
"840","United States of America",,"0231","Hen eggs in shell, fresh",2005,1.5,"1.5",,,"Whole supply chain",,,,"National Accounts",,"https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/",
"840","United States of America",,"21121","Meat of chickens, fresh or chilled",2005,4.5,"4.5%",,"Retailing","Retail",,,,"Literature Review","Xue Li et al, 2017",,"Expanded from loss factor 21156 based on the period_years."
"840","United States of America",,"0231","Hen eggs in shell, fresh",2004,1.5,"1.5",,,"Whole supply chain",,,,"National Accounts",,"https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/",
"840","United States of America",,"0231","Hen eggs in shell, fresh",2003,1.5,"1.5",,,"Whole supply chain",,,,"National Accounts",,"https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/",
"840","United States of America",,"0231","Hen eggs in shell, fresh",2002,1.5,"1.5",,,"Whole supply chain",,,,"National Accounts",,"https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/",
"840","United States of America",,"0231","Hen eggs in shell, fresh",2001,1.5,"1.5",,,"Whole supply chain",,,,"National Accounts",,"https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/",
"840","United States of America",,"0231","Hen eggs in shell, fresh",2000,1.5,"1.5",,,"Whole supply chain",,,,"National Accounts",,"https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/",
"840","United States of America",,"0231","Hen eggs in shell, fresh",1999,1.5,"1.5",,,"Whole supply chain",,,,"National Accounts",,"https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/",
"840","United States of America",,"0231","Hen eggs in shell, fresh",1998,1.5,"1.5",,,"Whole supply chain",,,,"National Accounts",,"https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/",
"840","United States of America",,"0231","Hen eggs in shell, fresh",1997,1.5,"1.5",,,"Whole supply chain",,,,"National Accounts",,"https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/",
"840","United States of America",,"0231","Hen eggs in shell, fresh",1996,1.5,"1.5",,,"Whole supply chain",,,,"National Accounts",,"https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/",
"840","United States of America",,"0231","Hen eggs in shell, fresh",1995,1.5,"1.5",,,"Whole supply chain",,,,"National Accounts",,"https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/",
"840","United States of America",,"22290","Dairy products n.e.c.",1995,30,"30%","6,541 Million pounds","Consumption","Households","Dairy Products","","","Literature Review","(2017), estimating and addressing america’s food losses",," Reference has been generated automatically"
"840","United States of America",,"22290","Dairy products n.e.c.",1995,2,"2%","21,802 Million pounds","Retailing","Retail","Dairy Products","","","Literature Review","(2017), estimating and addressing america’s food losses",," Reference has been generated automatically"
"840","United States of America",,"0231","Hen eggs in shell, fresh",1994,1.5,"1.5",,,"Whole supply chain",,,,"National Accounts",,"https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/",
"840","United States of America",,"0231","Hen eggs in shell, fresh",1993,1.5,"1.5",,,"Whole supply chain",,,,"National Accounts",,"https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/",
"840","United States of America",,"0231","Hen eggs in shell, fresh",1992,1.5,"1.5",,,"Whole supply chain",,,,"National Accounts",,"https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/",
"840","United States of America",,"0231","Hen eggs in shell, fresh",1991,1.5,"1.5",,,"Whole supply chain",,,,"National Accounts",,"https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/",
"840","United States of America",,"0231","Hen eggs in shell, fresh",1990,1.5,"1.5",,,"Whole supply chain",,,,"National Accounts",,"https://www.ers.usda.gov/data-products/food-availability-per-capita-data-system/",
